CommentTextDisplay	cleanComment	Sentiment
@@Unknown8871 Did I? Sorry if I did lol	unknown8871 sorri lol	1
We have one of your dudeperfect  balls	one dudeperfect ball	0
More stereotypes please :D	stereotyp pleas	1
and wheres the famous twin tower trickshot by al qaeda, thats my fav one	where famou twin tower trickshot al qaeda that fav one	1
Nice video Dudeperfect, love the ping pong contest.	nice video dudeperfect love ping pong contest	1
wow thats amazing we love dude perfect	wow that amaz love dude perfect	1
What's the song called	what song call	0
The best track shot is the panda shot	best track shot panda shot	1
Was this the hardest video to make????	hardest video make	0
They are awesome	awesom	1
Make tennis trickshots	make tenni trickshot	0
Btw silver bullet isn't gold.	btw silver bullet isnt gold	1
Please get a dog it would make the videos so much more interesting and fun	pleas get dog would make video much interest fun	1
how many tries?)	mani tri	0
Do sky bouncer trick shots	sky bouncer trick shot	0
these dudes are perfect on everything..... how??	dude perfect everyth	1
Have u guys ever seen a comment u just whished it was urs	u guy ever seen comment u whish ur	0
Cody you look wierd in beard	codi look wierd beard	0
Anyone watching in 2020              Even though it is October 2019	anyon watch 2020 even though octob 2019	0
You should think about how many takes it took for him to nail it	think mani take took nail	0
The video is the coolest in the world and I love it	video coolest world love	1
I like their reactions	like reaction	1
When is Model Rocket 3 coming??	model rocket 3 come	0
Hopefully they ate the pringles before they used the cans	hope ate pringl use can	1
What is the name of that electric board they used because I want one	name electr board use want one	1
I loved the twin spin	love twin spin	1
pinche bolillo se la rifa machin!! like if you are mexican :)	pinch bolillo se la rifa machin like mexican	1
5:11 when you still have garbage to throw but the garbage truck already went	511 still garbag throw garbag truck alreadi went	-1
Click here to win free surprises  Also watch video to get your free surprise	click win free surpris also watch video get free surpris	1
YOUR AMAZING!!!!!!!!!!!!!!!!!!! I WANT TO LEARN TO DO ALL THAT STUFF!!!!!!!!	amaz want learn stuff	1
How to make this plane	make plane	0
Mind blowing	mind blow	0
Flip a window	flip window	0
3:41 my favorite and hardest trickshot 😁	341 favorit hardest trickshot	1
Can you please make a teacher stereotypes?	pleas make teacher stereotyp	1
Bottle buster	bottl buster	0
Roses are red, violets are blue, I just got clickbaited, and so did you	rose red violet blue got clickbait	0
That guy with the beard is so extra with his reactions	guy beard extra reaction	0
How many times did u missed burger shot	mani time u miss burger shot	-1
This is Cory’s 5 battle. He’s catching up to Cody and garrett	cori 5 battl he catch codi garrett	-1
Dude How you feel about 100M views on this video	dude feel 100m view video	0
you people are great... thats the right name you'd  choose for your channel... dude'perfect'💕💕💕	peopl great that right name youd choos channel dudeperfect	1
Find the difference  🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁☹️🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁	find differ	0
What the heck are those cards made out off, if they can cut through fruit, vegetables and sugar glass? (Well I think it's sugar glass)	heck card made cut fruit veget sugar glass well think sugar glass	-1
3:12 coby of course its your arm theres only one trophy	312 cobi cours arm there one trophi	0
the legends has it that garret is still telling ty to use the coaster	legend garret still tell ty use coaster	0
You guys are the best youtubers	guy best youtub	1
How do these types of videos garner so many Views? Lol	type video garner mani view lol	1
When are you gonna do a world record trick shot challenge?	gon na world record trick shot challeng	-1
Man....YOU are AMAZING	manyou amaz	1
I'm a really big fan	im realli big fan	1
I'm not talking about the video but... Now they have minecraft ripoff ADS	im talk video minecraft ripoff ad	0
Who actually waited for coby to pop the ballon on his head to like the video??       MEE	actual wait cobi pop ballon head like video mee	1
Owens sons shot was the best	owen son shot best	1
3:19 I wonder what those people were thinking when they were doing that	319 wonder peopl think	0
When u guys do it a next time could you put meters next to feet	u guy next time could put meter next feet	0
Dude hanging out with these lot would be awesome	dude hang lot would awesom	1
you are crazy and i like that!	crazi like	0
Garrets first rocket is still by far the best one made yet. Like he was the only one that thought of 2 engines.	garret first rocket still far best one made yet like one thought 2 engin	1
Me to		0
😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😄😀😀😀😀😀😀😄😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀 what's the difference	what differ	0
Time for 3	time 3	0
kan you make a video where you show yourfirst ties of bottle flips	kan make video show yourfirst tie bottl flip	0
This one of the best vids i've ever watched! Like if you love all their vids!😉	one best vid ive ever watch like love vid	1
interesting content	interest content	1
Yeah but this is like Version 2	yeah like version 2	1
Please subscribe to my channel it’s jj phipps	pleas subscrib channel jj phipp	1
How can someone even dislike this	someon even dislik	-1
Did you rick smith jr’s face when he was slicing the olive. it is so funny. Like if you saw and you laughed too. Comment!!!	rick smith jr face slice oliv funni like saw laugh comment	1
i remember when it was summer	rememb summer	0
This is amesing video	ames video	0
Logan Murtha yup it was in the slo mo guys video	logan murtha yup slo mo guy video	0
Who remembers bottle buster?	rememb bottl buster	0
you should do restroom stereotypes	restroom stereotyp	0
I would believe it would visit some airplane in the sky that is coming in some city but also, when it will pass some meters it will be cool to see it is the best plan what I did or anyone else. Lucky Guess!	would believ would visit airplan sky come citi also pass meter cool see best plan anyon els lucki guess	1
Forth	forth	0
When u are too creative	u creativ	1
I Love  it!!!	love	1
Heather Monahan It’s not 1st try	heather monahan 1st tri	0
They should drink a fresh opened bear or something to prove they haven't done it a million times. To me that would be a lot more impressive	drink fresh open bear someth prove havent done million time would lot impress	1
'Oh look I found a Bitcoin!' LMAO, nice line	oh look found bitcoin lmao nice line	1
Subscribe to get TONS OF SUBSCRIBERS INSTANTLY!	subscrib get ton subscrib instantli	0
i know this video took like 5 months to make	know video took like 5 month make	1
This makes me want to get an RC car now,lol.	make want get rc car nowlol	1
my friend is the activity guy but he brought way more stuff than that!	friend activ guy brought way stuff	1
Why the sea is green !!!!?????	sea green	0
call me dp please	call dp pleas	1
Anybody else watching this for the first time ....... in 2018 :b	anybodi els watch first time 2018 b	0
I’ve watched this 2mill times anyone watching in 2025	ive watch 2mill time anyon watch 2025	0
Most uniqe is that the the fidget spinner bounce on the floor and did notstop got to cody	uniq fidget spinner bounc floor notstop got codi	0
What is your favourite food??inglishC2	favourit foodinglishc2	1
Why dis he use a creditcard to break the bottle	di use creditcard break bottl	0
@@Unknown5325  we would be like you destroyed my sand casstle  aaaaggggggggggghhhhhhhhhhhhhhhh	unknown5325 would like destroy sand casstl aaaaggggggggggghhhhhhhhhhhhhhhh	-1
Oh i miss this i miss the song that plays when there is a new thing ahhhh need to do more please	oh miss miss song play new thing ahhhh need pleas	-1
A rip-off	ripoff	0
The jumping picture is my friend	jump pictur friend	1
DP you guys are awesome but I think you should do more faceoffs	dp guy awesom think faceoff	1
if I get 5 subscribes ill die happy	get 5 subscrib ill die happi	-1
I support Manchester united too	support manchest unit	1
fidget spinner. a stress toy, not quite trick shot material...	fidget spinner stress toy quit trick shot materi	-1
Also they have daily life AIMBOT	also daili life aimbot	0
Rolling down the hill haha!	roll hill haha	1
Where is panda he is never in it anymore	panda never anymor	0
You know they only had one chance to take the sand castle catch	know one chanc take sand castl catch	1
I think they've ran out of ideas lol	think theyv ran idea lol	1
Don't hit the  dislike button because  you will be a hater	dont hit dislik button hater	-1
He could kill a man with a single card	could kill man singl card	-1
Wow. 82 thousand likes in 31 minutes!!! That's incredible 	wow 82 thousand like 31 minut that incred	1
I herd two people say DOMINO SMASH!!!!!!!!!!!!!!!!!!!!	herd two peopl say domino smash	0
have you flipped any game consoles?	flip game consol	0
Who misses the Water Bottle Flip??	miss water bottl flip	0
Alternate Title: *Laziness take to a whole other level*	altern titl lazi take whole level	0
did you notice that Ty's was beeping unlike everybody else' s	notic ty beep unlik everybodi els	0
You guys deserve more than subscribe and like ♥️ keep going guys	guy deserv subscrib like keep go guy	1
Give a like if you found it	give like found	1
Ty's beard is my everything 😍	ty beard everyth	0
My favourite stunt was The World's Longest RC Car Jump😎	favourit stunt world longest rc car jump	1
you  should  flip a gummy  bear	flip gummi bear	0
How much money does it cause for the range monster ?🤔🤔🤔🤔🤔🤔🤔🤔🤔🤑🤑🤑🤑	much money caus rang monster	0
He looks like J-Fred! Ya know from team edge!	look like jfred ya know team edg	1
2020 be like we can't do that	2020 like cant	1
they Flipped A Nickle!	flip nickl	0
That is an extremely wasteful and expensive way to turn the lights out	extrem wast expens way turn light	0
I ment to way dang boy	ment way dang boy	0
4:03 is lit	403 lit	0
Hey dude perfect my name e is the same as Garrett's son	hey dude perfect name e garrett son	1
The fun part is when they pick all the cards up	fun part pick card	1
I believed all other videos. This is just not happening. Like... nah. Not possible!	believ video happen like nah possibl	1
OMG AT 5:57 HE FELL OFF THE ROOF...NOOO...RIP	omg 557 fell roofnooorip	0
Desteny Candelaria22   Then they shouldn’t come here? Or they should find a way?	desteni candelaria22 shouldnt come find way	0
I don't like Fidget Spinners but I'm not even going to lie, this was pretty badass	dont like fidget spinner im even go lie pretti badass	0
Where can I find those cards	find card	0
That's just edited	that edit	0
It's fake, but I think it's cool hahaha	fake think cool hahaha	1
bring back the beard	bring back beard	0
There Slacking	slack	0
I think he don't need any weapon because he already have one	think dont need weapon alreadi one	0
dude perfect will pin this if they love their fans :)	dude perfect pin love fan	1
This guys are taking lots of videos to do it...Wow good job boys ...DUDE PERFECT😉😄❤	guy take lot video itwow good job boy dude perfect	1
I watch your videos from Sri Lanka	watch video sri lanka	0
You guys are cool and I would love to learn how to do the bottle slide thing please and thank you  	guy cool would love learn bottl slide thing pleas thank	1
It would be funny if cody's rocket didn't launch again.	would funni codi rocket didnt launch	1
cards can do this because when he throws it, the speed of the card can pierce through objects	card throw speed card pierc object	0
This shows how imperfect i am..   Thanks :)	show imperfect thank	0
“Bounty hunter” the bounty of a cow is 3mil loool  That is why it when for the cows,am i right?	bounti hunter bounti cow 3mil loool cowsam right	1
DO NOT DONATE TO RED CROSS!!! THEY POCKET MOST OF THE MONEY!!! i live in houston.. please	donat red cross pocket money live houston pleas	1
Wite day!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	wite day	0
“One in a million” translates to “300 million” (as in views)	one million translat 300 million view	0
My favorite shot was definitely the Beard Balancin' Bottle Flip! Quality trickshot.	favorit shot definit beard balancin bottl flip qualiti trickshot	1
Hey man flip the cap	hey man flip cap	0
twisted fate irl	twist fate irl	0
PRINGLES RULES I EAT THOSE ALL DAYS	pringl rule eat day	0
0:02 who doesn’t try do this everytime they go grocery shopping	002 doesnt tri everytim go groceri shop	0
Silver bullet 2 used self-distruct	silver bullet 2 use selfdistruct	0
The surfer bros are pretty much every australian thats ever been to a beach 😂	surfer bro pretti much everi australian that ever beach	1
I’ve been doing this recently and I find this kinda fun	ive recent find kinda fun	1
You guys are running out of ideas	guy run idea	0
Really good vid!	realli good vid	1
I tried these shots there hard	tri shot hard	-1
This is mom perfect so cool 😈 mum will be like why are you doing this😈🔱😈	mom perfect cool mum like	1
Imagine trying to eat a banana, but then get sliced in half by a card.	imagin tri eat banana get slice half card	0
How it is possible	possibl	0
When I was just watching this I was eating my Pringles	watch eat pringl	0
Next you should flip phone flip edition	next flip phone flip edit	0
4.29 what that!!	429	0
By using the throttle and brake in mid air	use throttl brake mid air	0
Live trophy truck	live trophi truck	0
What is it with Garrett and 'Finishing er off?'	garrett finish er	0
Watch @5:01 u can see them reverse the clip🤦	watch 501 u see revers clip	0
it was a joke its not real they just pranked us	joke real prank us	1
0:36 there 'she' is.... lol	036 lol	1
Last one and the greatest one the World's longest RC car jump	last one greatest one world longest rc car jump	1
where was the bottle buster!?	bottl buster	0
what is that trap song	trap song	-1
Say any one car name	say one car name	0
not any more, boy.	boy	0
They should do a video to see who is the panda	video see panda	0
I see credit cards? wow	see credit card wow	1
Whats the role dude perfects in this video?	what role dude perfect video	1
1:04 that is unnecessary     XD	104 unnecessari xd	0
Dylan Chen first comment after five minutes of scrolling thats not a god damn spam bot	dylan chen first comment five minut scroll that god damn spam bot	-1
On the cam you could see it has hit the ground	cam could see hit ground	0
My name is Landen and I spent 2 minutes getting here	name landen spent 2 minut get	0
The low to high	low high	0
ill make a video when I have a video cameraill call my self RichmichKidsperfect lol	ill make video video camerail call self richmichkidsperfect lol	1
this is the best trick shot video ever	best trick shot video ever	1
I'm not buying it. That's some professional RC'ing right there. No way that a bunch of random dudes can control a full-on LiPo powered brushless hobby grade RC that well so quickly. That takes years. Besides, the sponsorship decals are all over the place. I bet Traxxas just hired them to promote their products, meanwhile they supplied their own drivers who, obviously, weren't shown on camera. I did read the description but I wanted to point this out anyway because the video makes it look like those dudes were doing everything themselves. Not okay. That leaves people who are new to the hobby with a completely wrong idea. Controlling an RC is no regular point-n-shoot business. It's actual concentration training and focus.	im buy that profession rcing right way bunch random dude control fullon lipo power brushless hobbi grade rc well quickli take year besid sponsorship decal place bet traxxa hire promot product meanwhil suppli driver obvious werent shown camera read descript want point anyway video make look like dude everyth okay leav peopl new hobbi complet wrong idea control rc regular pointnshoot busi actual concentr train focu	-1
my name is destin	name destin	0
Y'all are my favorite you tubers keep it up	yall favorit tuber keep	1
Aleeza Arshad imagine the money this made	aleeza arshad imagin money made	0
Is that real Twisted Fate ? Like if you think like me	real twist fate like think like	1
SUBSCRIBE ME I WILL SUBSCRIBE YOU PLEASE	subscrib subscrib pleas	1
Now I get how weapons go 2016 explosives 2017 CARDS!!!!	get weapon go 2016 explos 2017 card	0
Do paper airplanes trickshots or battle plz \u003c3	paper airplan trickshot battl plz u003c3	-1
I know that.... Just go with the flow man -____-	know go flow man ____	0
I subcribed your video!!!	subcrib video	0
School shooting stereotypes	school shoot stereotyp	0
Really still do that wow that's old it was in 2015	realli still wow that old 2015	1
Look what a piece of paper could do	look piec paper could	0
Do hockey or dodgeball stereotypes	hockey dodgebal stereotyp	0
Dare you to do this live	dare live	0
I love Tys beard	love ty beard	1
This was a joke btw	joke btw	1
bro u cant even reach 50 subs why u thinking ur opinion matters to a 50 mill channel	bro u cant even reach 50 sub u think ur opinion matter 50 mill channel	1
Ok ay I am so curious how you are doing all these shots you are making	ok ay curiou shot make	1
Why dont they sent a rocket to India to save PewDiePie from t series	dont sent rocket india save pewdiepi seri	1
Dang 20 mil subs already didn't even notice GREAT JOB DUDE PERFECT	dang 20 mil sub alreadi didnt even notic great job dude perfect	1
U lift ur hand up while burning the match sticks	u lift ur hand burn match stick	0
If you're still watching in 2021, you're a legend!	your still watch 2021 your legend	0
I intend to design a mini race track for home use.	intend design mini race track home use	0
I liked and subscribed and turned my the Bell	like subscrib turn bell	1
These trick should be a life hack	trick life hack	0
I love this channel and the game Dude Perfect is amazing	love channel game dude perfect amaz	1
I subbed and turned on notifications and liked this was amazing	sub turn notif like amaz	1
If you like fishing sub to ruckus fishing	like fish sub rucku fish	1
THE BUFFERING IS A FIDGET SPINNER!	buffer fidget spinner	0
I think it was up to down	think	0
and there was many bloopers before the final one	mani blooper final one	0
I don't know if they are running out of ideas or this is createive	dont know run idea createiv	0
He loves the ladder	love ladder	1
The tower	tower	0
We want raw videos and behind the scenes	want raw video behind scene	1
Do you guys know a lot of these are fake it's stop motion they pause it and make it look like they did it but they don't and they put in another clip if you watch slowly you will see it pause and another clip will come in	guy know lot fake stop motion paus make look like dont put anoth clip watch slowli see paus anoth clip come	-1
which music is in the background ?🎧🎶	music background	0
the steak sticker was so dangerous	steak sticker danger	-1
I'm sure they were behind the 9/11 ATTACKS !	im sure behind 911 attack	-1
gan you guess what this means?: cody, cory,cory,cory,garrett	gan guess mean codi corycorycorygarrett	0
I am not going to that beach😷	go beach	0
where is overtime episode 2	overtim episod 2	0
Like if you DIDNT Find the difference 🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁😕🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁	like didnt find differ	1
We love you	love	1
From where u get that plane	u get plane	0
You guys must have a lot of patience	guy must lot patienc	0
And the x?	x	0
Cody you look bad with your beard.	codi look bad beard	-1
Woah that was amazing	woah amaz	1
Can you help me to get subscribers? I am the biggest fan of yours! :)	help get subscrib biggest fan	1
197 is nothing	197 noth	0
High to low!	high low	0
Believe me it's real,I can prove it to you....	believ reali prove	0
After watching this I might gain a few pounds	watch might gain pound	1
My favorite shot was the sandle	favorit shot sandl	1
they should do Kendama next	kendama next	0
Soccer is the biggest and most important sport on Earth and is massive in over 240 countries. Every country on Earth loves Soccer. Basketball is massive in less than 40 countries. Soccer is more popular than basketball in every country except the USA and Philippines. Soccer will be the most popular sport in the USA by 2050 uesjk	soccer biggest import sport earth massiv 240 countri everi countri earth love soccer basketbal massiv less 40 countri soccer popular basketbal everi countri except usa philippin soccer popular sport usa 2050 uesjk	1
Mr. Sunburn is just walking outside in australia for more than 10 seconds	mr sunburn walk outsid australia 10 second	0
Who else is team Cory?	els team cori	0
more like : a day from dp life	like day dp life	1
Can't wait to see water bottle flip 3😎😎😎😎😎🍾🍾	cant wait see water bottl flip 3	0
So cool 😎👌 it's ljit	cool ljit	1
So much waste ...	much wast	-1
I love the song will be listening	love song listen	1
dude perfect trickshots cod edition ft faze clan?	dude perfect trickshot cod edit ft faze clan	1
Subscriber*	subscrib	0
I subscribed and I love your videos	subscrib love video	1
wouldn't catching it kill you or take off your hands?	wouldnt catch kill take hand	-1
And love you like to start this rental	love like start rental	1
Ever look at a comment and say, 'I wish I thought of that.'	ever look comment say wish thought	1
U guys should make a moms edition 😃😃	u guy make mom edit	0
3:44 I think you missed the target	344 think miss target	-1
Hhh... its easy.. i can do it	hhh easi	1
Me: whats up  *Girl:* 1:03	what girl 103	0
Me to from indonesia	indonesia	0
The ladder almost hit coby	ladder almost hit cobi	0
plz subscribe to my channel tomorrow's my birthday	plz subscrib channel tomorrow birthday	0
Dude perfect should do more rc videos!!!	dude perfect rc video	1
he just said the b word	said b word	0
I watch this 4 years ago	watch 4 year ago	0
The bottle Buster was my favorite	bottl buster favorit	1
low to high because Ty jumped	low high ty jump	0
If you want dude perfect to upload fails in other stuff like	want dude perfect upload fail stuff like	1
5:00 this is Fake	500 fake	-1
Cool 😎	cool	1
You guys need to do a mother lacrosse vid	guy need mother lacross vid	0
Honestly the first trick shot that you did in the video looks pretty easy but it took me about 2 weeks to master it and I didn’t get it on camera	honestli first trick shot video look pretti easi took 2 week master didnt get camera	1
How to make this plane	make plane	0
Flip the gymnastic thing that flips the people and click the button right before that 😂👍💪	flip gymnast thing flip peopl click button right	0
@@Unknown15751 thanks	unknown15751 thank	1
It’s wensday my dudes	wensday dude	0
I actually forget these existed for a while	actual forget exist	-1
Fishing pole one	fish pole one	0
I wonder what is inside some of the bottles.	wonder insid bottl	0
Subscribe to my Gavin Lind please 🎥🎥🎥🎥🎥📱📱📲💻⌨️	subscrib gavin lind pleas	1
Taco Maro we got them skills, and learning from the best	taco maro got skill learn best	1
Chris K Never said I could unlike it	chri k never said could unlik	0
„Running on Water' is Fake!	run water fake	-1
I like how there was not a large amount of unnecessary screaming in this video😂	like larg amount unnecessari scream video	0
If if I was Coby I would be shaking in fear	cobi would shake fear	-1
They actually made something cool out of it.	actual made someth cool	1
And I thought my bottle flip on the table was profession	thought bottl flip tabl profess	0
That's the point	that point	0
Where can u get the sugar bottles from	u get sugar bottl	0
Dude perfect please do a bts.	dude perfect pleas bt	1
can I have one	one	0
2:25 what	225	0
13 views and 689 likes,I wish I had those numbers...😅😅	13 view 689 likesi wish number	1
This Is why they are called Dude Perfect	call dude perfect	1
Dude perfect should try american ninja warrior	dude perfect tri american ninja warrior	1
Explodes on a cow	explod cow	0
in only one day 17m views......what	one day 17m viewswhat	0
thanks for subtitles	thank subtitl	1
Jesus Christ you have a lot of Subscribers	jesu christ lot subscrib	1
Like if this is fake!!!	like fake	-1
What are those cards made of	card made	0
Oh Dude you are so....... Perfect!	oh dude perfect	1
Flip a glass bottle	flip glass bottl	0
You just saw AimBotters in action	saw aimbott action	0
Please no, no, no, no, no, why? why? just why fidget cancer	pleas fidget cancer	-1
But that wasn't a swish...	wasnt swish	0
This is unbelievable	unbeliev	-1
The book reader is the male version of Velma.	book reader male version velma	0
Hello  Early squad were you at!	hello earli squad	0
how eos I not live  without  these people all my life	eo live without peopl life	0
can you do bottle flip edition 2	bottl flip edit 2	0
They are so perfect	perfect	1
Pls flip a racket	pl flip racket	0
Like the beard Cody	like beard codi	1
Ya bro you are right ☺️😊☺️	ya bro right	0
Flip the car . Please!!!!	flip car pleas	1
Do bottle flip 4 please	bottl flip 4 pleas	1
Find the F    EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEFEEEEEEEEEEEEEEEEEEEE  EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE	find f eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeefeeeeeeeeeeeeeeeeeee eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0
How are you all		0
cart narcs would be proud of the first one	cart narc would proud first one	1
i have the hpi mini savage😏  but trust me,if you do Jumps like that,they brake instantly.And its really expensive to repair.	hpi mini savag trust meif jump like thatthey brake instantlyand realli expens repair	1
6:49 Gets caught in an airplane	649 get caught airplan	0
Who’s here because they looked at their most viewed video	who look view video	0
i love you guys you have the most OP GYM and have awesome flip	love guy op gym awesom flip	1
He is ideal for Twisted Fate cosplay!	ideal twist fate cosplay	0
DUDE PERFECT tried many times before succeding so all is fake	dude perfect tri mani time succed fake	0
2:27 mission failed we’ll get em next time	227 mission fail well get em next time	-1
Tyler's beard stronger than me	tyler beard stronger	1
I subbed cause i dont wanna miss any of your awesome videos	sub caus dont wan na miss awesom video	1
My birthday is tomorrow can I get 10 likes	birthday tomorrow get 10 like	1
Guys using an airgun like that is dangerous both cooling yourself and spinning bearings up to the point where the forces involved can result in the bearing 'exploding' kids watch this show wear some safety glasses! On the cooling injection injuries are no joke google it	guy use airgun like danger cool spin bear point forc involv result bear explod kid watch show wear safeti glass cool inject injuri joke googl	0
Lest play russian roullete   Every fifth like dies  ENJOY!!!!!	lest play russian roullet everi fifth like die enjoy	1
That,s cool	that cool	1
who ate pringles while watching this	ate pringl watch	0
U should do a laser shot video	u laser shot video	0
Switcher	switcher	0
Jake and josh are breaking your records	jake josh break record	0
I am the pool person	pool person	0
The ones that break through the bottles are credit cards	one break bottl credit card	0
You guys should do soccer stereotypes Garrett could agree	guy soccer stereotyp garrett could agre	1
@02:25 you can see another ball just like the one he's using in the background behind the post under the building. I wonder how many tries it took	0225 see anoth ball like one he use background behind post build wonder mani tri took	1
EXPERT HACKER there was once a sniper who *shot* a prank on someone, it was a *mindblowing* prank.	expert hacker sniper shot prank someon mindblow prank	0
Dude perfect:let's go    Me:where?	dude perfectlet go mewher	1
it is high to lo and low to high	high lo low high	0
He's armed and dangerous	he arm danger	-1
That video was AMAZING!!!!!	video amaz	1
2:24 more like the evalution of ty saying ahhhhhhhhhhh	224 like evalut ty say ahhhhhhhhhhh	1
started watching the boys in the backyard when i was 13, im 20 now. what a ride	start watch boy backyard 13 im 20 ride	0
at 5:03 is inverse	503 invers	0
I love your videos. I am waiting for more videos so please can you make new videos	love video wait video pleas make new video	1
I think it is low to high	think low high	0
First 1k people to like this will get absolutely nothing ! I just love fishing for likes !	first 1k peopl like get absolut noth love fish like	1
How under the panda?	panda	0
“Oh my gosh. There’s a card in my apple 😂”	oh gosh there card appl	0
You can find multiple videos over the past 20 years of people doing this exact same video. Poor attempt at trying to re-invent the wheel.	find multipl video past 20 year peopl exact video poor attempt tri reinvent wheel	-1
Please do a video with Cam Newton (QB Panthers)	pleas video cam newton qb panther	1
Cancer.	cancer	-1
Man North Korea's arsenal is looking pretty serious.	man north korea arsen look pretti seriou	1
Garret cheated on the bat spin he was carrying the bat	garret cheat bat spin carri bat	-1
A quintillion tries later and slo mo camera shots later we have a video. Lol	quintillion tri later slo mo camera shot later video lol	1
The trend was over but now it's back :)	trend back	0
Click	click	0
You the Best in Tricks	best trick	1
Do this again		0
i think  tylers bullet won	think tyler bullet	1
what is all your favorite flavor of Pringles	favorit flavor pringl	1
Dude Perfect is amazing !!!	dude perfect amaz	1
where is the panda	panda	0
Rip couch	rip couch	0
Soccer and supermarket stereotypes	soccer supermarket stereotyp	0
Ty: reads the directions and does not win  Cody: doesn't read the directions and almost wins 😂	ty read direct win codi doesnt read direct almost win	1
Did you even go to school .	even go school	0
They Are Got SunBurned At Foots(0:09)	got sunburn foots009	0
I thought Garrett had that one! Super close battle and super cool	thought garrett one super close battl super cool	1
who’s here cause garret look like russo	who caus garret look like russo	1
Why dose the surfer has a spinner	dose surfer spinner	0
Bumble bee v2 looks like s v2 rocket wait a minute                 Finish what I was going to say even though this is not going to be seen by anyone	bumbl bee v2 look like v2 rocket wait minut finish go say even though go seen anyon	1
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!   COASTER	coaster	0
First one was cool but the rest are cancer lol	first one cool rest cancer lol	1
They forgot to season the stake	forgot season stake	-1
1:23  He missed a few forks i think😆	123 miss fork think	-1
Owen is adorable	owen ador	1
@@Unknown49319 ohh that’s true, sorry I’m dumb lol	unknown49319 ohh that true sorri im dumb lol	1
@@Unknown5598 subscribe my channle than i subscribe your channle if you subscribe my channle than reply me	unknown5598 subscrib channl subscrib channl subscrib channl repli	0
Is this you Ali a	ali	0
They din’t youse magnets	dint yous magnet	0
3:02 my baby sister kept laughing for some reason	302 babi sister kept laugh reason	1
'Key Me' blew my mind😲	key blew mind	0
Who else knows this guy from taking an L on shark tank	els know guy take l shark tank	0
Just like the twins	like twin	1
You guys can do everything haha!	guy everyth haha	1
0:30 , please no	030 pleas	0
22,835,812 views thats insane!	22835812 view that insan	-1
If you see this in 2020  You know what do to  🔽	see 2020 know	0
filp a highlighter on the cap	filp highlight cap	0
I hope everyone reading this will reach their goals My goal is to reach 1k subscribers before Christmas please help ...	hope everyon read reach goal goal reach 1k subscrib christma pleas help	1
Can this comment get 100 likes	comment get 100 like	1
Pringles trick shots | Dude Perfect	pringl trick shot dude perfect	1
