CommentTextDisplay	cleanComment	Sentiment
NOTIFICATION SQUAD WHERE U AT??	notif squad u	0
So cool, I subscribed	cool subscrib	1
It was low to high	low high	0
So cool nice job I love y'alls trick shots my sister loves your editing	cool nice job love yall trick shot sister love edit	1
'Rolling down the hill haha'	roll hill haha	1
This is sick	sick	-1
Also if only Americans watched this, then the views would be 1/3 of the population. 😱😨	also american watch view would 13 popul	0
I still remember watching this on the notification of upload....5 years dayam	still rememb watch notif upload5 year dayam	0
you guys should do theme park stereotypes	guy theme park stereotyp	0
High to low	high low	0
Flip the car	flip car	0
wtf how are you that good	wtf good	-1
This is hisoka	hisoka	0
No Matter How old WE are...Making Airplanes is f'in Cool Bro !!!	matter old aremak airplan fin cool bro	1
dude perfect your so cool like if u agree and sub me pls	dude perfect cool like u agre sub pl	1
Ya I would like one of those	ya would like one	1
I'm the hot sand guy	im hot sand guy	0
that old man is so cute !!!	old man cute	1
Am I right people	right peopl	0
this is not real	real	0
+ Kevin Pierrot First, you got terrible spelling, second in and interview they said that they do the shot for hours, and if it took you 3 hours to do, wouldn't you be really happy?	kevin pierrot first got terribl spell second interview said shot hour took 3 hour wouldnt realli happi	0
Is that a hacking device on the laptop?	hack devic laptop	0
for that toasty flipper thing how did he know he got it when he said he was not looking 5:24 pm 25th December	toasti flipper thing know got said look 524 pm 25th decemb	0
every shot was my favorit beucase you are everyone coby cody cory garrett and tyler	everi shot favorit beucas everyon cobi codi cori garrett tyler	0
Can we get the blitz balls	get blitz ball	0
do you think they can a greanade in somebodys mouth that be cool	think greanad somebodi mouth cool	1
I want a dp hat	want dp hat	1
OMG theres a card in  my apple coby 2017	omg there card appl cobi 2017	0
i saw in 4 card around the world he did brake glass bottel with credit card	saw 4 card around world brake glass bottel credit card	0
Knew it	knew	0
Make a Panda Trick Shot Edition	make panda trick shot edit	0
Do a video on RC trickshots	video rc trickshot	0
Who's doubting the rc car driving over the car?	who doubt rc car drive car	-1
I have feeling they are out of ideas pretty soon, I have watched DP now 5 years and I'm sure what they can do anymore :-/	feel idea pretti soon watch dp 5 year im sure anymor	1
What the heck?  I thought water bottle flipping is DEAD!	heck thought water bottl flip dead	-1
Make a new vision	make new vision	1
I am telling my children this was isis	tell children isi	0
I loved the coaster scenes	love coaster scene	1
Imagine what the cameraman have to go through	imagin cameraman go	0
They make life look so easy with every trick shots	make life look easi everi trick shot	1
early anyone else	earli anyon els	0
Garret’s rocket was so misleading, it looked like it could hold 7 mini rockets on the side of it.	garret rocket mislead look like could hold 7 mini rocket side	-1
It should be called the 'High to Low, Then back up High'	call high low back high	0
Hi the low low to high	hi low low high	0
Crap like this is why you tube sucks now scripted corporate censored TV commercial for charcoal FUCK this is why I cut the cable 10 years ago fucking google blows	crap like tube suck script corpor censor tv commerci charcoal fuck cut cabl 10 year ago fuck googl blow	-1
Do you live in Texas	live texa	0
I got dizzy just watching the giant Pringle can roll.	got dizzi watch giant pringl roll	-1
Haha Cody's reaction at 0:18 was pretty late	haha codi reaction 018 pretti late	1
pff do it with a real plane fam	pff real plane fam	0
DO ANOTHER MODEL ROCKET BATTLE!!!! THEY MUST BE high, more speed, more height, more thicker!	anoth model rocket battl must high speed height thicker	-1
How did Cory do it	cori	0
Bruh they really like Ty’s beard	bruh realli like ty beard	1
The best!!!!!!	best	1
Next, you should flip a trampoline	next flip trampolin	0
you guys should do a best of bloopers two	guy best blooper two	1
Who is panda	panda	0
he messed up the candle trick shot, it was sideways	mess candl trick shot sideway	-1
At 1 20 under the table it looks like they're legs	1 20 tabl look like theyr leg	1
It’s not edited.	edit	0
What has America come to?	america come	0
This is fake	fake	-1
I did 1 of yours i call it the:   Baby pass,kick,bounce into the swing	1 call babi passkickbounc swing	0
1:41 he trusted him to not hit his balls	141 trust hit ball	1
@@Unknown3094 why no	unknown3094	-1
High to low and low to high	high low low high	0
All of em	em	0
From where did you got these airplanes?	got airplan	0
at least ty  didnt win that time in the dizzy role challenge	least ty didnt win time dizzi role challeng	1
is perfect	perfect	1
Dude perfects new intro will be a man has singing dude perfect whit the cant touch this music	dude perfect new intro man sing dude perfect whit cant touch music	1
Following since ‘14	follow sinc 14	0
I noticed something every bottle was filled with water less than half which makes more stable in landing whenever bottle is filped	notic someth everi bottl fill water less half make stabl land whenev bottl filp	1
Go see shield dudes beter than this	go see shield dude beter	0
The problem is it is tooooooooo heavy	problem tooooooooo heavi	-1
That's lit!	that lit	0
Wow it`s nice	wow nice	1
These dudes are cool	dude cool	1
View from India	view india	0
They Are amazing	amaz	1
2:04 *_Rip the ladder ;)_*	204 _rip ladder _	0
So, he wasn't perfect.	wasnt perfect	1
Hey panda whets your RELL NAME	hey panda whet rell name	0
At least one of those is what i do every day like if you do it to	least one everi day like	1
You are the BEST but i a, from greece you csn do a video with batle in lazer tag	best greec csn video batl lazer tag	1
we need a model rocket battle 3	need model rocket battl 3	-1
The best trick was the bottle smash on Cory	best trick bottl smash cori	1
Do more perfect throughs	perfect through	1
Good video :)  Hi from Poland	good video hi poland	1
Anybody else wonder why they start the dishwasher after they put one singular fork in?	anybodi els wonder start dishwash put one singular fork	0
4:07 'Get in the HOLE!!!'	407 get hole	0
4:49 when you realise it's your grandmother couch	449 realis grandmoth couch	0
You guys should flip phones!!!	guy flip phone	0
These are missles	missl	0
first	first	0
Hi Im Muhammad.I am Poor I Dont Have RC I Wish I Have But my Mom Cant Afford.!😔	hi im muhammadi poor dont rc wish mom cant afford	-1
haha their new game's called 'that's lit!	haha new game call that lit	1
Jet pack truck	jet pack truck	0
Flip food	flip food	0
flip yourself	flip	0
i think they use some kind of magnets to make a flip succesful	think use kind magnet make flip succes	0
What cards are these? steel ? Gambit ?     Breaking glass? come on  ..........	card steel gambit break glass come	0
Spinner Therapy cry spinner therapy please	spinner therapi cri spinner therapi pleas	0
Damn this channel sucks...	damn channel suck	-1
SUPER COOL	super cool	1
Dude perfect  I am a really a very big fan of yours fan of yours. I have watched every video of your channel. Well I also know the truth of you it's some times editing and may it's for luck but I really loves you guys. Well why don't you visit India and put a video especially Mumbai. I have a idea for you guys to put video with Brodie smith in different countries. I am sure you would have double the subscribers well not even brodie but even other famous youtubers	dude perfect realli big fan fan watch everi video channel well also know truth time edit may luck realli love guy well dont visit india put video especi mumbai idea guy put video brodi smith differ countri sure would doubl subscrib well even brodi even famou youtub	1
The limbo lander is my favourite	limbo lander favourit	1
The ladder one was kinda cool	ladder one kinda cool	1
Whoever likes this is a legend	whoever like legend	1
You should do a friends sterotypes	friend sterotyp	0
I am definitely the guy encountering the hot sand. I never want to recall that excruciating experience....	definit guy encount hot sand never want recal excruci experi	1
Man best plane i wish i have that	man best plane wish	1
Giveaway at 500 subs. Modded accounts, Fidget spinners, Gaming equipment...Don't miss out.	giveaway 500 sub mod account fidget spinner game equipmentdont miss	-1
If u sub to me u will get 1000 dollars	u sub u get 1000 dollar	0
These guys are simply amazing	guy simpli amaz	1
definitely low to high	definit low high	0
Please make 1 rocket video more(or 2)😂	pleas make 1 rocket video moreor 2	1
He messed up on the belly bump	mess belli bump	-1
If he would have missed that one shot all the grass could have burned	would miss one shot grass could burn	-1
I just noticed but why at 4:46 there are plenty of cards on the floor while on the next stage there is nothing left?	notic 446 plenti card floor next stage noth left	0
can you flip pringles?	flip pringl	0
Glass bottles without them breaking	glass bottl without break	0
Where do you guys live	guy live	0
2:00 “ Silver bullet 1, Silver bullet two....” She’s a flyer.....Nope😂	200 silver bullet 1 silver bullet two she flyernop	0
the first shot is the best	first shot best	1
Spartan KING who didn’t!?	spartan king didnt	0
1:51 I went WTF WTF WTF WTF i left my house took my shirt off and I just danced 😂😂	151 went wtf wtf wtf wtf left hous took shirt danc	-1
they made 51 million dollars on this vid	made 51 million dollar vid	0
is it really possible to balance a nickel like that	realli possibl balanc nickel like	1
Do a water bottle flip battle	water bottl flip battl	-1
Who’s watching after CORONA!!! 🥳🥳🥳🥳, everyone else looking at this comment:   👁👄👁	who watch corona everyon els look comment	0
All of tricks are amazing guys. Really! ❤	trick amaz guy realli	1
'When you match the color of the sand that's when you know when you have enough on  Me: what if the sand is pink	match color sand that know enough sand pink	0
And it’s moments like this that make me realize anything can be a weapon anything in the world!!😂😂😂😂	moment like make realiz anyth weapon anyth world	1
Has anyone noticed that the DP spinner is the same front,back,upside down and normal	anyon notic dp spinner frontbackupsid normal	0
thumbs up if you think dude perfect should do some giveaways.	thumb think dude perfect giveaway	1
Why do you put powder in your balloons	put powder balloon	0
I tried to do the coffee cup flip into the dishwasher but I broke both of my mugs 😭😭😭	tri coffe cup flip dishwash broke mug	-1
The nickel flip tho....	nickel flip tho	0
if you subscribe to me i will subscribe back just tell me you subscribed	subscrib subscrib back tell subscrib	0
Like if you’re a Cory fan	like your cori fan	1
I really just started to watch them so can someone say if this is illigale	realli start watch someon say illigal	0
Early Squad WHERE U AT!!!	earli squad u	0
no RC cars were harmed in the making of this video...sike	rc car harm make videosik	-1
Is he Gambit in real life?	gambit real life	0
North Korea be like	north korea like	1
fun fact: this is the first dude perfect vid ive ever watched. i think it was around late 2018	fun fact first dude perfect vid ive ever watch think around late 2018	1
I subscribe  and love the video	subscrib love video	1
Very nice thank you  In my mind I don't think it's possible but the only thing is not for you'll need some kind of stuff	nice thank mind dont think possibl thing youll need kind stuff	1
This is the best trick shots ever. Reason number 1: No Yelling YEEEEEEEEEEEAAAAAAH after every...single...shot. Seriously, thank you	best trick shot ever reason number 1 yell yeeeeeeeeeeeaaaaaah everysingleshot serious thank	1
Cody does lots of ninja star is he a ninja	codi lot ninja star ninja	0
@@Unknown11622 lol i just said niggaggga i didnt say i hate black people or white lol	unknown11622 lol said niggaggga didnt say hate black peopl white lol	1
U guys are to the next level	u guy next level	0
My brithday yesterday pls sub for my present	brithday yesterday pl sub present	0
This video is legend	video legend	0
I fucking want that thing.	fuck want thing	-1
the first part when they come in	first part come	0
The last	last	0
Marvel should cast him for Gambit.	marvel cast gambit	1
I am a Cory fan	cori fan	1
My favourite shot is Billiard Table	favourit shot billiard tabl	1
I wish they never started a tv show	wish never start tv show	1
Look like coby is a kid playing cards in trasing hin so cute	look like cobi kid play card trase hin cute	1
Can you come to J.John randall park on the 13 of august for your biggest fan for his birthday plzzzzz🙏🏻🙏🏻🙏🏻	come jjohn randal park 13 august biggest fan birthday plzzzzz	1
That's coooooool it must take a while let's go dude perfect	that coooooool must take let go dude perfect	1
Wow supper	wow supper	1
Investing in crypto currency is one of the best chance of making money 💸	invest crypto currenc one best chanc make money	1
Plz sub to my channel too	plz sub channel	0
Who else was here before they really got famous	els realli got famou	1
I’m the rainy day	im raini day	-1
try flipping a person	tri flip person	0
Is this even possible	even possibl	0
It's edited, I play ping pong and the ball moves in a trajectory manner. In this video, the ball irregularly displaces a lot and I do mean a lot and no shadows in some of the scenes so basically  most of the scenes were done with special effects.	edit play ping pong ball move trajectori manner video ball irregularli displac lot mean lot shadow scene basic scene done special effect	-1
5:00 this is me	500	0
both.		0
How many times u practice before making video	mani time u practic make video	0
He reminds me of twisted fate	remind twist fate	0
When this was trending߷߷߷	trend	0
why why you did that		0
I buy this plan	buy plan	0
Number three throwing not domino card it is credit card	number three throw domino card credit card	0
true and same	true	1
How do they only have 19 million	19 million	0
U spend all day recording and retrying	u spend day record retri	0
You guys are the cooless	guy cooless	0
Dont press read more	dont press read	0
First stereotype should've been     'The floor is crippling depression'	first stereotyp shouldv floor crippl depress	-1
Where is garret	garret	0
None of them	none	0
How many times it took before they got there shot	mani time took got shot	0
Perfect! Right when I'm on my way to the bathroom	perfect right im way bathroom	1
U are awesome guys	u awesom guy	1
come sub are channel and we'll sub you back ☺	come sub channel well sub back	0
Ty said it was going to be a double back flip with the ladder but it was a triple back flip	ty said go doubl back flip ladder tripl back flip	0
He should be joker	joker	0
RedFrostYT your welcome  Happy b day bro :)	redfrostyt welcom happi b day bro	1
The real Harley	real harley	0
Do a battle and whoever loses has to get flipped	battl whoever lose get flip	-1
U guys r awesome besides the fact I bought ur mini basketball set and it sucks ass	u guy r awesom besid fact bought ur mini basketbal set suck ass	-1
to FAKE	fake	-1
I had to do that.		0
Do bouncy ball trick shots	bounci ball trick shot	0
Do blitsball battle	blitsbal battl	-1
I Like this Art from video	like art video	1
that is so fake	fake	-1
Put i like on this commant if u love dude perfect and ur fav is cory or coby or tyler or garret	put like commant u love dude perfect ur fav cori cobi tyler garret	1
This all about after effects....	effect	0
Zombie apocalypse?? I want to have him as a strike !!😀	zombi apocalyps want strike	0
My favourite shot was the coasters	favourit shot coaster	1
What if the guy that flipped the nickel was the guy who plays Panda?	guy flip nickel guy play panda	0
Am I the only the one who wants one of these plans	one want one plan	0
I see where Hisoka is now	see hisoka	0
Do school Stereotypes	school stereotyp	0
Double bottle	doubl bottl	0
I had to delete this from my watch history it was so cringy	delet watch histori cringi	0
what's your first video	what first video	0
Do a shot in the top of the building	shot top build	1
Watch Tesla come out of nowhere and just one up everyone	watch tesla come nowher one everyon	0
If I got a dollar fo Everytime Cody got hit with a bottle I would buy microsoft	got dollar fo everytim codi got hit bottl would buy microsoft	0
Next objective: toothpick	next object toothpick	0
The best one was the one in the beginning	best one one begin	1
how do you do that		0
This is there best trick shots video by dude perfect	best trick shot video dude perfect	1
You guys can do verter than this!	guy verter	0
I wonder how many times they try just to do 1 trick.	wonder mani time tri 1 trick	0
that did not swish	swish	0
Y'all do so many awesome videos and its pretty cool to see that Dude Perfect is in my home state. You guys ROCK!!!! 👍😊🎸	yall mani awesom video pretti cool see dude perfect home state guy rock	1
This a vid where none of the DP team dose none of the tick shots	vid none dp team dose none tick shot	0
dp‘s the best, nuff said	dp best nuff said	1
Hahah the coaster 😂😂	hahah coaster	0
So nice v good excellent  well done guys	nice v good excel well done guy	1
Oh Dude you are so....... Perfect!	oh dude perfect	1
My friend called Luca like literally is a LEGEND at football	friend call luca like liter legend footbal	1
cool fact: Rick was a college pitcher	cool fact rick colleg pitcher	1
Tim and Chad are so good at FILMING	tim chad good film	1
How many hours per day they drive those cars???	mani hour per day drive car	0
sam king still orange. Are you colorblind?	sam king still orang colorblind	0
We where just there that's the sad part we where exactly where you where at!!!😢😭😭😭	that sad part exactli	-1
holy shit! world record!	holi shit world record	-1
cart narcs would be proud of the first one	cart narc would proud first one	1
Ty is wearing a Bass PRO Shop hat at 13-14	ty wear bass pro shop hat 1314	0
at 0:49 Cody is holding up the X0-1.  But they never use it!	049 codi hold x01 never use	0
rip that gopro on Ty's rocket smh	rip gopro ty rocket smh	0
You guys are going so fast last time when I was have you guy was 20m and now you guys are 38m	guy go fast last time guy 20m guy 38m	0
that is so coll	coll	0
Thats pretty cool	that pretti cool	1
He used a credit card	use credit card	0
Great job	great job	1
2007 school kids: Damn nice cellphone!  2017 school kids: a new fidget spinner?!?!?	2007 school kid damn nice cellphon 2017 school kid new fidget spinner	1
stop the video at  1:41	stop video 141	-1
i just love these guys so much their to good to funny	love guy much good funni	1
you guys are the best	guy best	1
Cleaning with Cody that's so funny	clean codi that funni	1
how about u flip	u flip	0
2:26 Model rocket engines don’t really blow up, as they are using factory-made solid propellant engines, so I am pretty sure this was faked for entertainment. At 3:10, he even admits that it was entertaining and tries to hype it up. Tell me whether you guys agree or not, and if not what I didn’t think of.	226 model rocket engin dont realli blow use factorymad solid propel engin pretti sure fake entertain 310 even admit entertain tri hype tell whether guy agre didnt think	1
Yes another video	ye anoth video	1
Yo i use to have 1 one of those metal cards they are worth buying you can get some on wish	yo use 1 one metal card worth buy get wish	1
I think I speak for everyone when I say I want one of those	think speak everyon say want one	1
The blow dart one was actually mad	blow dart one actual mad	-1
we're can I buy the do fidget spinner	buy fidget spinner	0
do Youtube Stereotypes  Like:  Mr. Fake News  Mr. Drama  Mr. Clickbait  Mr. 'Giveaway'  Mr. Hater	youtub stereotyp like mr fake news mr drama mr clickbait mr giveaway mr hater	-1
you guys should get some thing like a forklift, and use it to flip something heavy, like a car.	guy get thing like forklift use flip someth heavi like car	1
DUDE THE FUCKING COASTER	dude fuck coaster	-1
im hot sand              and..... ocean bathroom	im hot sand ocean bathroom	0
Who is the biggest fan of dude perfect,if you are leave a like	biggest fan dude perfectif leav like	1
Never clicked on something so fast	never click someth fast	0
He really smelled those socks	realli smell sock	0
when do you post dp	post dp	0
Just reported *_22_* bots... my god.	report _22_ bot god	1
Why am I not in that family portrait 😂	famili portrait	0
This person used a debt card to brake the glass bottle when he was arround the targets	person use debt card brake glass bottl arround target	-1
Do Airplane Stereotype	airplan stereotyp	-1
Hbd correy and his brother	hbd correy brother	0
I’ve been waiting since 2018 for this	ive wait sinc 2018	0
I have that necklace 4:10	necklac 410	0
Not fast	fast	0
Where was Pandas rocket	panda rocket	0
How do you flip a nickel and a ladder	flip nickel ladder	0
who needs shurukens anyway	need shuruken anyway	0
Why are you so loud 😂 Tyler	loud tyler	0
One big hint on if dude perfect is fake is the thumbnail the caped bottle a regular but it the vid it the tiny one	one big hint dude perfect fake thumbnail cape bottl regular vid tini one	1
TWIN SPIN WAS THE BEST!!!!!!!	twin spin best	1
Hahaha he forgot the €	hahaha forgot	1
Oh I wondeeer why the “water” is blue in some shots...	oh wondeeer water blue shot	0
it was the best trick shots!	best trick shot	1
dude perfect after making a trickshot    ⊥_⊥ ⌒╰(◐⌒◑╰)	dude perfect make trickshot _	1
It's not that perfect paying for Views from Bots.	perfect pay view bot	1
Don't think you can find a bit coin.	dont think find bit coin	0
The alarm clock is something everyone has done	alarm clock someth everyon done	-1
I think it's low to high	think low high	0
was it weird that i was eating pringles during this video	weird eat pringl video	-1
Leave a like if you started drooling when they opened the Walmart back door.	leav like start drool open walmart back door	1
wow dude...!!!!! gonna do that..??	wow dude gon na	1
So dude perfect u got a challenger me 😂😂😂 I lazy fliped a bottle in school while walking boom beat that and I railed it to landed cap on the rail of my room also u r awesome 👌 but ur fakes u used greentree peaple to in vids	dude perfect u got challeng lazi flipe bottl school walk boom beat rail land cap rail room also u r awesom ur fake u use greentre peapl vid	1
What was In the balloons	balloon	0
Garrett’s smile at the start was my most fav part of the video	garrett smile start fav part video	1
Where can I get one of those aeroplanes???	get one aeroplan	0
Holy shit why the fuck are there so many fake Dude perfect spam accounts. Eradicate this shit already	holi shit fuck mani fake dude perfect spam account erad shit alreadi	-1
Wow that is insane	wow insan	1
Is that a real sunburn? :O	real sunburn	0
will you marry me ty	marri ty	0
you gasu are liveing my dream	gasu live dream	1
Apogee of 2,450 feet! Everyone: WOAH!  Me: I hope the FAA is on your side.	apoge 2450 feet everyon woah hope faa side	1
@@Unknown5217 yeah	unknown5217 yeah	1
I love the beach?  Rhymes with peach.  Btw ilike those too	love beach rhyme peach btw ilik	1
One car homemade please	one car homemad pleas	1
Aaron Fernandes yes on the bottle	aaron fernand ye bottl	1
What a dude perfect shot	dude perfect shot	1
agt season 20 winner	agt season 20 winner	1
That was so AWESOME!!!!!!!!!!!	awesom	1
Hey where do get that planes?  THEY ARE AWESOME!!!!!  I want also that plane.	hey get plane awesom want also plane	1
Hey he did dat bounce from NYSM2	hey dat bounc nysm2	0
I LOVE DUDE PERFECT	love dude perfect	1
What A Super Spiners Man	super spiner man	1
the water is green	water green	0
I tought that the lihgt the candle was the best how could you ever trow a candle tjat is on fire and it don't go out?	tought lihgt candl best could ever trow candl tjat fire dont go	1
can I join you trick shot team pleas I've always wanted to join	join trick shot team plea ive alway want join	1
Cobys rocket went way higher then Cody’s but whatever lol	cobi rocket went way higher codi whatev lol	1
Who is that at 1:54	154	0
Every day, we stray further from god	everi day stray god	1
what's the name of the car that went over the water?	what name car went water	0
4Million views in 18 hours, BOY DO WE LOVE DUDEPERFECT :3	4million view 18 hour boy love dudeperfect 3	1
My fav shot was twin spin	fav shot twin spin	0
I got to meet Rick smith	got meet rick smith	0
Notification gang	notif gang	0
I need more cause I’m finished of thsi series and I’m hooked	need caus im finish thsi seri im hook	0
At 3:24 when Tyler flipped over the golf cart and tackled Cody everyone was like ohhhhhh 😂😂😂😂	324 tyler flip golf cart tackl codi everyon like ohhhhhh	1
your the best at trick shot	best trick shot	1
L. Lawliet are you like depressed or something? it's just a couple of friends who are having fun on a YouTube channel that is very popular, if you think that's click bait or useless, they are way more successful than you so honestly you shouldn't be talking , learn to be more positive about your life and everyone else's.	l lawliet like depress someth coupl friend fun youtub channel popular think that click bait useless way success honestli shouldnt talk learn posit life everyon els	1
Can you aford a flight to neovo califonia	aford flight neovo califonia	0
I think they are a part of team king Jon un	think part team king jon un	0
The key toss	key toss	0
Hello my all frend   Help me my channel   Place share me	hello frend help channel place share	1
Kaab Nadeem u know there's a game called dude perfect	kaab nadeem u know there game call dude perfect	1
how se flip a coin	se flip coin	0
make a backwards edition	make backward edit	0
Well I seen him use credit card witch are stronger and easier to throw	well seen use credit card witch stronger easier throw	1
I'm the diving catch guy	im dive catch guy	0
These videos are all fake	video fake	-1
Best trickshot video	best trickshot video	1
I want panda to come here	want panda come	1
Thank you	thank	1
Why my dudes This is old this is cancer but it's dude perfect makes it a little better and cooler	dude old cancer dude perfect make littl better cooler	1
Tyler: this shot is lit bro, thats what kids say these days.    what kids say these days: Hey I'm a person	tyler shot lit bro that kid say day kid say day hey im person	0
ABU INZAMAM TRADING & CONTRACTING that’s hydroplaning. Pretty easy on a brushless system if your tires have enough grip. Would not try with mine	abu inzamam trade contract that hydroplan pretti easi brushless system tire enough grip would tri mine	1
How did they get the permission from the US government???😄😄😄	get permiss us govern	0
Why is the water green 🍏🍀🌿🌿☘️🌱🌳🌳🐉🐲🌵🐢🦎🦖🐊🐸🧤🤢🤮🤑	water green	0
THE SNITCH IS VICTORIOUS          As a Harry Potter fan I overreacted so much	snitch victori harri potter fan overreact much	1
I love owen	love owen	1
5:02 if im right im the first PERSON to mention THIS BUT im PRETTY SURE TY wanted a HIGH FIVE	502 im right im first person mention im pretti sure ty want high five	1
I like there rockets xd	like rocket xd	1
Do u think they found Bob Miller	u think found bob miller	0
DudePerfect must be sooo rich	dudeperfect must sooo rich	1
I wont see the outtakes 😂	wont see outtak	0
I've never been to the beach 😢😢😢	ive never beach	0
Who is that scary man on the hill at 3:31 ???	scari man hill 331	-1
The couch broke	couch broke	-1
Me and my friends favorite shot was the beard bouncing bottle flip and the two story bounce back.	friend favorit shot beard bounc bottl flip two stori bounc back	1
In the thumbnail picture and in video, the pic is different   The bottle is big in thumbnail and the bottle is  small in the video	thumbnail pictur video pic differ bottl big thumbnail bottl small video	1
It's so Amazing👍	amaz	1
Who’s video went by soooooo quickly?	who video went soooooo quickli	0
You guys totally rock thanks for making my day	guy total rock thank make day	1
Nice song	nice song	1
@6:47 flat earthers have left the chat	647 flat earther left chat	0
what is the song?	song	0
You only have 19 million subscribers because some people think your videos are fake	19 million subscrib peopl think video fake	-1
man u fucking crooks theres magnets at the bottom of those shits gtfo make Me sick	man u fuck crook there magnet bottom shit gtfo make sick	-1
third flip used magnet to land!😠	third flip use magnet land	0
7:34 try fixes fixed trophy lol	734 tri fix fix trophi lol	1
ALL bottles have the same amount of water in them. Makes it easier to bottle flip :p	bottl amount water make easier bottl flip p	0
3:48 look at his suns face.. does it look sunburnt? If so isn’t garret the sunscreen guy	348 look sun face look sunburnt isnt garret sunscreen guy	0
Awesome video and I subscribed and like	awesom video subscrib like	1
Cobs get rid of the beard	cob get rid beard	0
Goes into comment section: there is no comment section just fake adds.	goe comment section comment section fake add	-1
You got a news! Korean news	got news korean news	0
John Carlos You are the ultimate waste of space here..	john carlo ultim wast space	-1
flip a box	flip box	0
Love the bottle flip vids !!!	love bottl flip vid	1
what's the song	what song	0
They know that they have to clean up after the shot right... right.	know clean shot right right	1
New clip, new 'yeah!' new clip, new 'YEÄÄÄÄH' Too much cringe on these videos for my taste. They should change their channel name to Dude Retakes instead IMO.	new clip new yeah new clip new yeääääh much cring video tast chang channel name dude retak instead imo	1
Model Rocket battle 3 is gonna be 'whoever makes it to Neptune wins'	model rocket battl 3 gon na whoever make neptun win	1
Corry's win celebration???	corri win celebr	1
how many attempts did each trick take lol, im impressed though very good, may have to try some ha	mani attempt trick take lol im impress though good may tri ha	1
how you do that??!		0
It's really nice!	realli nice	1
Do the dab with bottle filping	dab bottl filp	0
You are watching now😂😂	watch	0
The high to low	high low	0
Sandal off balcony	sandal balconi	0
Most of those records have been taken by the Globetrotters	record taken globetrott	0
Practice makes a man perfect	practic make man perfect	1
What is Corys new haircut	cori new haircut	0
Oh yeah	oh yeah	1
I love all your shots they are perfect  So cool  	love shot perfect cool	1
0:56 that pose tho	056 pose tho	0
You should have said one of because I am one of too. :D	said one one	0
hey guys your 'dude perfect' spinner is awesome! if only I could afford it ;-;	hey guy dude perfect spinner awesom could afford	1
I like how the people in the back round look at them like their crazy	like peopl back round look like crazi	1
Im from germany (I cant good english) and I foundit nice	im germani cant good english foundit nice	1
i subscribed and liked you GUYS R JUST AWESOME	subscrib like guy r awesom	1
At 3:41 look at cheating purple hozer	341 look cheat purpl hozer	-1
Amanda Grenfell Well there are 3 ping pong editions..would be cool to have another soccer edition	amanda grenfel well 3 ping pong editionswould cool anoth soccer edit	1
Fight been watching since ‘14    Watched every vid on the channel at least two times most of them three times    I can do all the stereotypes perfectly quoted    Needless to say I have no life 🙌🏻	fight watch sinc 14 watch everi vid channel least two time three time stereotyp perfectli quot needless say life	1
I like when Cody   was in the closet	like codi closet	1
It was a hotel key	hotel key	0
Reminds me of bey blades I think that is how you spell it	remind bey blade think spell	0
Wait do you live in McKinney???!!	wait live mckinney	0
I live in Orange tx we got affected	live orang tx got affect	-1
Are you guys aware of dude perfect FC?	guy awar dude perfect fc	1
Someone please told me e name of background music	someon pleas told e name background music	1
how many poor Spinners must got destroyed	mani poor spinner must got destroy	-1
Cody looking like a roadman with that black puffer jacket	codi look like roadman black puffer jacket	1
My Top 5 Best Dude Perfect 🚀   .5 Silver Bullet  .4 Traffic Cone  .3 Bumble Bee V2  .2 Move Over Rocket  .1 Bumble Bee	top 5 best dude perfect 5 silver bullet 4 traffic cone 3 bumbl bee v2 2 move rocket 1 bumbl bee	1
High to low how do i now look at how they shout	high low look shout	0
all of them		0
Here in 2024 and what got me into rc cars	2024 got rc car	0
Kids in Africa are starving, they could have ate that light bulb!	kid africa starv could ate light bulb	-1
5:00 is fake	500 fake	-1
can i have one like at this comment please?	one like comment pleas	1
Michael Snow grab a plane and throw it	michael snow grab plane throw	0
I have a dealing this video is gonna bring bottle flipping back	deal video gon na bring bottl flip back	0
Is very good video im from vietnam	good video im vietnam	1
I found twisted fate	found twist fate	0
rick smith	rick smith	0
my bestfriend almost died in this storm	bestfriend almost die storm	-1
Sub to me pls i am poor lol	sub pl poor lol	1
What kind of planes are these. Please tell me	kind plane pleas tell	1
Do rugby with the all blacks	rugbi black	0
Iconic I would watch this like 300 times	icon would watch like 300 time	1
How sharp are dose	sharp dose	0
Owen water bottle flip was my favourite shot	owen water bottl flip favourit shot	1
where is panda	panda	0
it is more of laziness 😂😂	lazi	0
They should have called the candle one the candle killer shot	call candl one candl killer shot	0
You should have a ping pong battle and i think Tyler and coby would be in final	ping pong battl think tyler cobi would final	-1
The slide flip into a baracade and ' And to finish her off'.	slide flip baracad finish	0
Edited too much	edit much	0
Brought to you by doritos	brought dorito	0
What if they will use these tricks in her life	use trick life	0
It's so real it looks fake.	real look fake	-1
Not all heros wear capes!	hero wear cape	0
Does anyone else notice the green ocean	anyon els notic green ocean	0
Flip my grades to an A pls thx lmao	flip grade pl thx lmao	1
Owen you are very cute	owen cute	1
I mean the no looked loopers	mean look looper	-1
where the ninja star one i have a u.f.o fidgit spinner and iron and stesl golden sinner to where did you buy those rare one of them all	ninja star one ufo fidgit spinner iron stesl golden sinner buy rare one	0
Last shot is my favourite	last shot favourit	1
He went to my school once and inspired me to card throw	went school inspir card throw	1
How to make that   Plane	make plane	0
