CommentTextDisplay	cleanComment	Sentiment
Another fishing strereotypes like so dude perfect can see	anoth fish strereotyp like dude perfect see	1
Illuminatti: stay right where you are	illuminatti stay right	0
Dp is still very cool	dp still cool	1
The water one was awesome.	water one awesom	1
What if we use the modified plan for the first trick shot rip Tall Guy :(	use modifi plan first trick shot rip tall guy	0
If u have the time please check out my latest video	u time pleas check latest video	1
U know guys no one is ever 'PERFECT' SO I DON'T LIKE UR CHANNEL	u know guy one ever perfect dont like ur channel	1
'Intense footage of American Soldier's preparing for War'	intens footag american soldier prepar war	-1
really sad to watch all those five guys only become rick's assistant	realli sad watch five guy becom rick assist	-1
FAKE!!!!!!	fake	-1
.tell that machine you have used in bender spin shot	tell machin use bender spin shot	0
I'M WATCHING IN 2018!!!	im watch 2018	0
Say favorite trick flip was the ladder one	say favorit trick flip ladder one	1
+Garrett_theGreat God what kind of person do you think I am, I'm only 10 years old I just want to know the guys name ....sheesh	garrett_thegreat god kind person think im 10 year old want know guy name sheesh	1
I WOULD LOVE TO LIVE WITH THEM	would love live	1
The fact when he put the fork in the dishwasher that was the only piece of silverware in the dishwasher and then closed it	fact put fork dishwash piec silverwar dishwash close	0
How this got on treding and still not millon likes	got trede still millon like	1
In the next overtime can you please bring back pranking with taxidermy I love that segment :)	next overtim pleas bring back prank taxidermi love segment	1
Or just get off of your butt and do the things by foot	get butt thing foot	0
I remember when they only had 6 million now they got 20 million	rememb 6 million got 20 million	0
Imagine if those were bladed edged cards	imagin blade edg card	0
Never gets boring seen this video at least 10 times never gets boring	never get bore seen video least 10 time never get bore	-1
Music name?!please	music namepleas	1
This Canal is so nice congrates on 14 million subcriber	canal nice congrat 14 million subcrib	1
Did someone else se the purple orb when bumble bee landed?????	someon els se purpl orb bumbl bee land	0
Henry Cowles are you being sarcastic or not lol 😂	henri cowl sarcast lol	1
THERE IS NO WAY THEY DID SOME OF THOSES!!!!!!!!!	way those	-1
triple tooth brush flip	tripl tooth brush flip	0
It's perfect  ))	perfect	1
saw the vid fired up ma grill	saw vid fire grill	-1
a human next	human next	0
you is the best	best	1
Nickels aren't magnetic. Way to pay attention in school 👍	nickel arent magnet way pay attent school	-1
It's my b day today and I got a hoverbored my myself	b day today got hoverbor	0
Please do a first try trick shot video	pleas first tri trick shot video	1
good to have stereotypes back	good stereotyp back	1
I wanna see Card War where they try to hurt themselves as much as possible with cards tho.          I'm not sadistic	wan na see card war tri hurt much possibl card tho im sadist	-1
High to low, low to high also subscribe!	high low low high also subscrib	0
pleas make a 3rd .	plea make 3rd	0
does anyone realize the fatcthis has 3.1 mil likes cus it said like for Ty's beard? haha	anyon realiz fatcthi 31 mil like cu said like ty beard haha	1
That legendary	legendari	0
Dude perfect in amazing like their videos	dude perfect amaz like video	1
One of the best videos I've seen	one best video ive seen	1
I haw that plane!	haw plane	0
*_T  Y,    T  H  E     C  O  A  S  T  E  R_*	_t h e c e r_	0
@@Unknown10758 plz subscribe my channel i will subscribe yours	unknown10758 plz subscrib channel subscrib	0
Hey guys! Check out my Instagram page @Unknown53950 ! I will be posting weekly Trickshot videos and we think you will love them!!!	hey guy check instagram page unknown53950 post weekli trickshot video think love	1
I want to buy this plane  for my kid where i get from ?	want buy plane kid get	1
the world record	world record	0
wen are you goin to do a yoyo ticksshots	wen goin yoyo ticksshot	0
More one subscribe	one subscrib	0
i like the last 1 and the water 1 to	like last 1 water 1	1
this is why i hate fidget spinners	hate fidget spinner	-1
Ty that match throw was very dangerous.	ty match throw danger	-1
Why is there so much dislikes on this video?	much dislik video	-1
*sees a rocket soaring high*  Me : Ahhahh.. These dude perfect guys are insane  The actual north Korean rocket : Imma end this man's whole career	see rocket soar high ahhahh dude perfect guy insan actual north korean rocket imma end man whole career	1
what song was this	song	0
sick trickshots dude	sick trickshot dude	-1
Wait until this series turns in the nukes	wait seri turn nuke	0
Who watches this more than once	watch	0
How many of these shots do you think they make per day? Must take so long to finish videos	mani shot think make per day must take long finish video	0
How about flip your house if you flip it your awesome	flip hous flip awesom	1
nice use of the coanda effect	nice use coanda effect	1
it's either these guys are really lucky or they take a whole day to perfect 1 trick. unreal!	either guy realli lucki take whole day perfect 1 trick unreal	1
I could see some down falls                            1:never got the whole beach to do it.            2:alot of miss habs	could see fall 1never got whole beach 2alot miss hab	-1
I want a spinner of dp	want spinner dp	1
they are like the best trick shot people ever 😬	like best trick shot peopl ever	1
Like and Garret win	like garret win	1
I love this so much!!!!!	love much	1
Wow this is beautiful and perfect.😍❤️	wow beauti perfect	1
1:5' what's that trick name?👍	15 what trick name	0
Do a 3 video of it	3 video	0
MY DREAM IS TO JOIN DUDE PERFECT	dream join dude perfect	1
I know this won't get 100 likes but if it does I will do a back flip	know wont get 100 like back flip	1
I think there running out of ideas..	think run idea	0
1:05 he wasted half of his coffee ☕️	105 wast half coffe	-1
funny , can i share this video to my chanle on bilibili ?	funni share video chanl bilibili	1
Whats the best part?	what best part	1
That nickel flip was so cool u guys did a good job	nickel flip cool u guy good job	1
DP= Double Penetration😉	dp doubl penetr	0
Oh, this is gonna be good!	oh gon na good	1
A persons flip	person flip	0
Those are blade cards	blade card	0
how many failed attempts do you make for every good trick?... those planes looks tricky...	mani fail attempt make everi good trick plane look tricki	1
Someone knows what Type of airplane are that?? I want one	someon know type airplan want one	1
Next flip be Burj khalifa	next flip burj khalifa	0
autism everywhere	autism everywher	0
That's one nasty paper cut...	that one nasti paper cut	-1
Only one?	one	0
Mn realy like guy flawless	mn reali like guy flawless	1
Tricks for Lazy people 😂	trick lazi peopl	-1
Fkn nice blue flame	fkn nice blue flame	1
25K people disliked this due to their lack of nothing better to do....	25k peopl dislik due lack noth better	-1
oh how times have changed	oh time chang	0
Bring back the beard	bring back beard	0
Lewis Duggan what is it	lewi duggan	0
Sup I'm jaxon I done all three	sup im jaxon done three	0
You should flip a door	flip door	0
can i have a airplane?	airplan	0
I love Coby and cory	love cobi cori	1
Why!??!?!?!?		0
Just so u know I subscribed and plan to buy some dp merch	u know subscrib plan buy dp merch	0
What has the world come to?	world come	0
4 years dumb kid it’s 2021	4 year dumb kid 2021	-1
if only cars were as fast as those rockets	car fast rocket	0
Dude perfect=Best channel on youtube    Like if you agree	dude perfectbest channel youtub like agre	1
How do i do that		0
Hello random person scrolling down merry Christmas!	hello random person scroll merri christma	1
0:46 is he a man united fan	046 man unit fan	1
AnONy MOOSe  this is Daisean Fleming what are you talking about	anoni moos daisean fleme talk	0
Foot	foot	0
Where can we buy the airplanes	buy airplan	0
I like you guys, but you are trying too hard to be funny sometimes imo... SKIP THE SCREAMING 😱	like guy tri hard funni sometim imo skip scream	1
who is the panda	panda	0
My favorite shot was the last shot	favorit shot last shot	1
Heey Guys Subscribe To Me Starting My Yt? Channel ❤❤	heey guy subscrib start yt channel	0
Surprised they weren't actually shit at driving these cars.	surpris werent actual shit drive car	-1
Happy Birthday Coby and Cory!	happi birthday cobi cori	1
Yeah International Swisher can I get a large pizza	yeah intern swisher get larg pizza	1
*KARD Throwing, ANYONE?!?!?!	kard throw anyon	0
I mean tomorrow	mean tomorrow	0
Coby: BOYS BURY ME!    Ty: Alright gonna get a drink  Coby: Uh-Oh   Me: Uh-Oh	cobi boy buri ty alright gon na get drink cobi uhoh uhoh	0
you guys scream to niosy	guy scream niosi	-1
This came out when the Fidget Spinner trend died lool XD	came fidget spinner trend die lool xd	0
You guys shou  D collab  with that's amazing	guy shou collab that amaz	1
No lie this guy came to my school	lie guy came school	-1
Wait...is this song encouraging us to steal a famous painting?	waiti song encourag us steal famou paint	1
Not very high for high power rockets lol	high high power rocket lol	1
I now look up to Pringles.	look pringl	0
Are the colored bottles gatore?	color bottl gator	0
Thats dude perfect	that dude perfect	1
Dude I don't know how you guys are epic , your all videos are like unbelievable,  I just like it.	dude dont know guy epic video like unbeliev like	1
I mاade you wipe your screen	mاade wipe screen	0
why do i want pringles?	want pringl	1
Amazing i like this one	amaz like one	1
DANNY PLAYS  What does that have to do with chopping carrots? Make your own comment so more can see..	danni play chop carrot make comment see	0
The poor ladder	poor ladder	-1
How may golf clubs do u  think they ruined before making that shot	may golf club u think ruin make shot	-1
in 2:53 he use a credit card to break the bottle xD	253 use credit card break bottl xd	0
Can you do a rube goldberg machine trickshots	rube goldberg machin trickshot	0
USE THE COASTER	use coaster	0
I know who the panda is	know panda	0
The truck stunt	truck stunt	0
when cody was turning off the light that wasn't a real trick shot	codi turn light wasnt real trick shot	0
dude perfect is annoying af	dude perfect annoy af	1
okay dude perfect is perfect	okay dude perfect perfect	1
Every game charecter has a special power.........but in dp... every sterotype    video has a raged monster.......like pls	everi game charect special powerbut dp everi sterotyp video rage monsterlik pl	1
II like your game mad kids your game you play backs bog Wrights know that's	ii like game mad kid game play back bog wright know that	0
What was the price of all these cars DP	price car dp	0
DP son edition	dp son edit	0
yt reccomends me fir what	yt reccomend fir	0
the OVEREACT damn	overeact damn	-1
Airplanes? This is getting out of hand.	airplan get hand	0
I like the Pencil Flipping action, actually i love it.  As you guys said that 'what should we flip next' so i ask why don't you use a ' Chair '	like pencil flip action actual love guy said flip next ask dont use chair	1
How can a card break glass	card break glass	0
@@mmkashwin well that’s awesome	mmkashwin well that awesom	1
cart narcs would be proud of the first one	cart narc would proud first one	1
he threwed a credit card lol	threw credit card lol	1
I want to bring my rc car	want bring rc car	1
First              Put on sunscreen	first put sunscreen	0
Fuck of it's an rc a buggy is much faster........idiot	fuck rc buggi much fasteridiot	-1
4 yrs ago news reported an influx of Traxxas being bought ought by parents.  Parents commented they were whining about breaking there RC’s after watching a YouTube channel:)	4 yr ago news report influx traxxa bought ought parent parent comment whine break rc watch youtub channel	0
give me the golden fidget spinner please.And write on their Athilah Solomon  Love your fidget spinner tricks.	give golden fidget spinner pleaseand write athilah solomon love fidget spinner trick	1
what has fidget spiners gone 2	fidget spiner gone 2	0
' How do you wanna die '  Me: Not alone.Which is why I'm studying to be a pilot.😂😂	wan na die alonewhich im studi pilot	-1
Those look so fun!	look fun	1
Sub to my channel for a sub back	sub channel sub back	0
Time works go brrrrrr	time work go brrrrrr	0
Like the comment and whatever number the last digit is then match it below to find out who you are    1-Cory  2-Ty  3-Cody  4-gar  5-coby  6-Ty  7-gar  8-Cody  9-coby  0-Cory    Comment who you are	like comment whatev number last digit match find 1cori 2ti 3codi 4gar 5cobi 6ti 7gar 8codi 9cobi 0cori comment	1
Real Life Hisoka	real life hisoka	0
People used to don't hit 100k likes but this team here 100k dislikes	peopl use dont hit 100k like team 100k dislik	0
Amazing. Just fantastic. What editing software do u use?	amaz fantast edit softwar u use	1
you need to flip you	need flip	0
Their celebrations are retarded to say the least	celebr retard say least	1
I'm You're Father Or Am I that's not true dude perfect proove that	im your father that true dude perfect proov	1
This is so cool	cool	1
Who else came back from editor edition?	els came back editor edit	0
wow I love trick shots make a video of you buying a lahmborgini	wow love trick shot make video buy lahmborgini	1
One like you like turtles     One sub a turtle will be saved     It will make a turtles day	one like like turtl one sub turtl save make turtl day	1
i think so they are twins	think twin	0
dude they are really perfect :)	dude realli perfect	1
What cards are used?	card use	0
When you scream and cheer when it makes it, it takes away from the trick	scream cheer make take away trick	0
when the millenials have nothing to do	milleni noth	0
While I am annoyed by these damn fidget spinners, this is pretty damn cool.	annoy damn fidget spinner pretti damn cool	-1
All of your vids should be stereotypes or most of them	vid stereotyp	0
that is crazy	crazi	-1
You guys should make a trick shot video where you guys flick and launch bottle caps!	guy make trick shot video guy flick launch bottl cap	0
the best trick is the olive	best trick oliv	1
You guys should do pre game stereotypes	guy pre game stereotyp	0
Wow so cool shots	wow cool shot	1
My favourite stunt is high jump	favourit stunt high jump	1
Cody owns a lot of expensive things. Why. Two words, Rage Monster.	codi own lot expens thing two word rage monster	-1
0:50 imagine if he missed	050 imagin miss	-1
it is nice	nice	1
what is music when 0.15	music 015	0
I think im the only german here	think im german	0
Pringles give you cancer	pringl give cancer	-1
Which twin flipped the golf tee? Sorry, I’m new	twin flip golf tee sorri im new	-1
I hate you saying 'yeah!' Every time you say it it's so annoying for me	hate say yeah everi time say annoy	-1
1:37    ocd is no more	137 ocd	-1
Could you make a all some hot week track	could make hot week track	0
Twin spin	twin spin	0
I am bad at everything I do. I watch dude perfect for motivation. Every time I watch them, they make it look so easy, which motivates me to do the hardest of things. I am a freshman in high school, and I'm the starting quarterback for the varsity team, with seniors.	bad everyth watch dude perfect motiv everi time watch make look easi motiv hardest thing freshman high school im start quarterback varsiti team senior	1
Try flipping a 20 dollar bill that'd be cool	tri flip 20 dollar bill thatd cool	1
No its rick smith jr	rick smith jr	-1
High to Low Low to high	high low low high	0
where do you have that airplane	airplan	0
Low to high watch the green pants	low high watch green pant	0
He is to things He is a fly he sees the World in slowmotion and he flash Bc hes fast like speed of light	thing fli see world slowmot flash bc he fast like speed light	1
I have the book bag that coby had on	book bag cobi	0
0:02 WHOA THAT WAS PERFECT	002 whoa perfect	1
5:01 which is better the high five or the chest bump?	501 better high five chest bump	1
Its not regular cards its credit cards its more easy to cut something whit credit cards	regular card credit card easi cut someth whit credit card	0
Last one was best	last one best	1
Oh the memes will be glorious	oh meme gloriou	1
Liam Skills I now realize that....	liam skill realiz	0
Think I saw a cut at 2:57 HA	think saw cut 257 ha	1
That was awesome😀😎	awesom	1
Not dude perfect it should be NUDE  PERFECT	dude perfect nude perfect	1
I meant click bait	meant click bait	0
Wwe is best then now forever	wwe best forev	1
RAGE MONSTER💢😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡👿👿👿	rage monster	-1
Finally im early :DDD! WHERES my early squad at?	final im earli ddd where earli squad	0
Wow I remember when I had so many fidget spinners in my house and now I have zero, but still love this video, time flies	wow rememb mani fidget spinner hous zero still love video time fli	1
The blind one it was awosme	blind one awosm	-1
Farouk Majed first learn how to spell	farouk maje first learn spell	0
i hate cody	hate codi	-1
Some times you can do it to but its still perfect	time still perfect	1
Flip a table using 4 people	flip tabl use 4 peopl	0
that was low to high	low high	0
bro ty don't let a spoon on your private	bro ty dont let spoon privat	0
From where we can get these Airplanes ?	get airplan	0
You should do a another version of this and do a flaming card hitting a weather balloon	anoth version flame card hit weather balloon	0
Nerf arrow shot	nerf arrow shot	0
I think its fake but if its nit im screaming right now dont tell me that this is reall	think fake nit im scream right dont tell reall	-1
blowdart one HOW	blowdart one	0
I'm the activity guy	im activ guy	0
flip the Car please:v	flip car pleasev	1
Who is the panda? I think Cody is the panda	panda think codi panda	0
That was so cool 😎😎😎😎😎😎😎😎	cool	1
Or vacation	vacat	0
my most fav reaction to a flip starts at 0:55	fav reaction flip start 055	0
Its really amazing	realli amaz	1
The Taco Technician never trust edited comments	taco technician never trust edit comment	1
you guys are awsome!!!!  You guys should meet up with the guys from HOW RIDICULOUS from AUS and do a mash up trick shot Battle. That would be awsome!! C'Mn make it happen!!!	guy awsom guy meet guy ridicul au mash trick shot battl would awsom cmn make happen	-1
why do all of codys shot involve the ninja fidget spinner	codi shot involv ninja fidget spinner	0
WE DIDN’T KILL A COW!	didnt kill cow	-1
1:15 I present to you...    the Jesus car	115 present jesu car	1
Are those cards made of metal??	card made metal	0
the low to high or high to low shot was just reversed... notice how ty's knees were bending	low high high low shot revers notic ty knee bend	0
Team Coby from now.	team cobi	0
Angus Williams I see the diving catch all the time and the white cloths family portrait	angu william see dive catch time white cloth famili portrait	0
He is so dead and 💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩/$$$$$$$$$$$$$$$$$$	dead	-1
This was the first one I saw of you guys...	first one saw guy	0
all the battle flip is so much cool🏆🎖🎉🎊🏅	battl flip much cool	0
Go join Romans derby!	go join roman derbi	1
do gaming edition trickshots	game edit trickshot	0
Who is the panda thing	panda thing	0
0:35 was that a camera cut or a frame splice, or just some camera lag?	035 camera cut frame splice camera lag	-1
Ryan Johnson could not of said it any better.	ryan johnson could said better	1
Please make the video of palne make it	pleas make video paln make	1
Stereotype for school!	stereotyp school	-1
That kid can flip better than me!	kid flip better	1
Welp. When dude perfect did it, not cancer. Anyone did it, cancer.	welp dude perfect cancer anyon cancer	1
This is just one gigantic ad!	one gigant ad	0
ty is the best	ty best	1
yo cory launch that golden rocket in the next model rocket battle	yo cori launch golden rocket next model rocket battl	-1
Model rocket 3... Build a landable F9	model rocket 3 build landabl f9	0
Your skill on trick shots is making you lazy... BTW this is not suppose to be a mean comment. IlY	skill trick shot make lazi btw suppos mean comment ili	-1
You should flip a bottle with the tap in a very high position	flip bottl tap high posit	0
So what doud	doud	0
I really wanna be like u guys	realli wan na like u guy	1
this guy is better than Twisted Fate	guy better twist fate	1
I want the Dude Perfect fidget spinner	want dude perfect fidget spinner	1
this kids, is what we call a ninja star thrower	kid call ninja star thrower	0
Why is this in my recommended 2 years later	recommend 2 year later	1
These boys literally enjoy their life 😎❤️	boy liter enjoy life	1
U can send rocket, but NASA can't😂😂	u send rocket nasa cant	0
this came out on my b day	came b day	0
Where do you get the planes from?	get plane	0
How do you do that omggggg wowwwww	omggggg wowwwww	0
Some of these rockets weren't very stable lol	rocket werent stabl lol	1
Came all the way here for 'the coaster !'	came way coaster	0
How do i get the plane? I WANT IT!!	get plane want	1
I watch you on Nickelodeon	watch nickelodeon	0
the best were....  cheif chafer and the prank boys	best cheif chafer prank boy	1
I want to Say that it is low to high	want say low high	1
hello Dude Perfect, I'm Brazilian, my brother and I really like to see your channel, keep it up	hello dude perfect im brazilian brother realli like see channel keep	1
Hisoka eat your heart out.	hisoka eat heart	0
Nice one hi	nice one hi	1
Sponsorship for a video...	sponsorship video	0
The bottle buster just got bottle busted by Cory	bottl buster got bottl bust cori	0
Where do		0
this vid should be titled, 'Dude Perfect Tom and Jerry Edition' awesome	vid titl dude perfect tom jerri edit awesom	1
ya i noticed....always its importance to show their failure in order to others to become a best successor...	ya noticedalway import show failur order other becom best successor	1
I subscribed your channel can you sub back? Nice Video.	subscrib channel sub back nice video	1
Love you guys you and toys are amazing thanks for sharing	love guy toy amaz thank share	1
He threw the toast and landed it and celebrated without knowing if it went in.	threw toast land celebr without know went	1
the video is the best	video best	1
High to low then,low to high.ok.	high low thenlow highok	0
We need part 3 please	need part 3 pleas	1
did any one notice the gengi fidgit spinner	one notic gengi fidgit spinner	0
You guys are awesome!	guy awesom	1
I really wanted to see Ty's silver bullet fly	realli want see ty silver bullet fli	0
Mobile laser shot was the best	mobil laser shot best	1
Top class perfection 👌	top class perfect	1
AMAZING LIKE IF YOU AGREEE	amaz like agree	1
*ty misses on the fire throw*   AWW SH** THE GRASS!	ty miss fire throw aww sh grass	-1
when you guys get 20 mil subscribers you have to show us who panda is	guy get 20 mil subscrib show us panda	0
Emmett Moher and your doing something for them right now	emmett moher someth right	0
Make a cockpit for the rocket for rocket battle 3	make cockpit rocket rocket battl 3	-1
Im watching u for 6 years	im watch u 6 year	0
Where'd you get get the planes from	where get get plane	0
Rick carried this video	rick carri video	0
Thank You For Like Me	thank like	1
They should do an airsoft battle	airsoft battl	-1
good luck with the next video guys.:-) :-) :-)	good luck next video guy	1
We need yoyo trick shots	need yoyo trick shot	0
Daniel Adley de Leon at least you have subscribers 😖	daniel adley de leon least subscrib	0
@Unknown58993 Writer I don't think so	unknown58993 writer dont think	0
can i join your dp group forever	join dp group forev	1
Im the pool Guy 😂	im pool guy	0
why is there a translaition to german?	translait german	0
You DP guys like Aggies? If so, respect...	dp guy like aggi respect	1
Owen was the best❤️❤️	owen best	1
I love all of them	love	1
Low to high to low to high to  low to hightmto low to high to low to high to low to high loW	low high low high low hightmto low high low high low high low	0
I love about 1 or 2 hours away from Dallas I wish I could see y’all in person	love 1 2 hour away dalla wish could see yall person	1
Yeh that's cool	yeh that cool	1
At 4:10 how is that possible	410 possibl	0
High to low low high shot	high low low high shot	0
can you do some baseball trick shots??	basebal trick shot	0
0:44 don't do this at home i you don't want your home FIREEEE	044 dont home dont want home fireee	1
AND WITH THE HUGE BALL IN THE BIG PRENGAL BOX!!!!!!!!	huge ball big prengal box	1
i've never seen a businessman at the beach	ive never seen businessman beach	0
How to waste your time	wast time	-1
Go sub to YC OR	go sub yc	0
It’s saltwater	saltwat	0
that manchester united shirt tho...	manchest unit shirt tho	1
How do you master everything you do and everywhere 😄	master everyth everywher	0
Cody you have to shave that beard	codi shave beard	0
I throw my ball and bottle fliped Like head first	throw ball bottl flipe like head first	1
what is the song?	song	0
Dart trick shot	dart trick shot	0
Where did you buy the rc car	buy rc car	0
0:32 Nice card throwing face dude	032 nice card throw face dude	1
when u see that they uploaded :O :)	u see upload	0
Nice video❤ please another video. pls that they can see it.	nice video pleas anoth video pl see	1
Cody and Cory like flipping a pencil	codi cori like flip pencil	1
You mean Cory	mean cori	0
Ok u tell me who brings a bean bag to bed	ok u tell bring bean bag bed	0
The real life Twisted Fate	real life twist fate	0
If you if you read this comment remember that you're beautiful and never change the way you look!    - from a small YouTuber 😊	read comment rememb your beauti never chang way look small youtub	1
At least they are not autistic	least autist	0
Where can I buy one XD	buy one xd	0
Wtf did I just watch, and why was it recommended? Strange	wtf watch recommend strang	-1
boo boo boo this nood you test Dan this not skills and you delete and test this fake look money this 2 boo boo	boo boo boo nood test dan skill delet test fake look money 2 boo boo	-1
If u look when he did the 4 tagets in a row, he threw a gift card at the bottle	u look 4 taget row threw gift card bottl	1
they bought views wdf? :D look at the stats or what    P.S:Awesome video	bought view wdf look stat psawesom video	1
Hits stomach    'Right in the chest'	hit stomach right chest	0
I wonder how many spinner you broke in this viedo	wonder mani spinner broke viedo	-1
OMG how can you do it this	omg	0
For the first trick shot could have just parked closer.          You're still amazing guys don't worry.	first trick shot could park closer your still amaz guy dont worri	1
Like if you found the difference😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😒😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏	like found differ	1
That match one was very risky	match one riski	-1
You are  so good    in  the    flip    guys	good flip guy	1
Dude Perfect is the godfather of all trickshots.	dude perfect godfath trickshot	1
Tribomb_TP just a heads up Im not trying to be rude but legal was spelt wrong	tribomb_tp head im tri rude legal spelt wrong	-1
Look at the flick of that wrist.	look flick wrist	0
9/11: when you take airplane trick shots too seriously	911 take airplan trick shot serious	0
Why is Tyler always the rage monster	tyler alway rage monster	-1
My favorite stunt was the 197ft RC jump	favorit stunt 197ft rc jump	1
1:54 coby could have injured himself	154 cobi could injur	-1
At 1:29 we should be focusing on ty’s air guitar	129 focus ty air guitar	0
My family and I go to siesta key every year and even some of the shops they were in I’ve been to	famili go siesta key everi year even shop ive	0
Incredible but ... we are in 2017...	incred 2017	0
Do school stereotypes	school stereotyp	0
Rick Smith, Jr. where can I buy those cards from?	rick smith jr buy card	0
whats the song i like the song	what song like song	1
Everyone: wow that trick shot is sick  me (pushing my ego): i can do that, i can do that as well, hmm yh i can do that as well	everyon wow trick shot sick push ego well hmm yh well	1
This man can fight crime using cards	man fight crime use card	-1
you are the best at trick shots	best trick shot	1
Lil' Kitty Yeah, maybe they fired pingpongs out of their assholes too eh? Yummy!	lil kitti yeah mayb fire pingpong asshol eh yummi	1
Music is wack af	music wack af	0
Black you do this??????🤔🤔🤔🤔🤔	black	0
The good old rage monster 3:09	good old rage monster 309	1
Perfect 😃👌	perfect	1
\u200bI hope everyone is having a healthy 2019 god bless everyone and thx for 100 subs I appreciate the love and hopefully I will be able to hit my resolution of 1k subs please help me have an amazing day..	u200bi hope everyon healthi 2019 god bless everyon thx 100 sub appreci love hope abl hit resolut 1k sub pleas help amaz day	1
North korea wants to know your location	north korea want know locat	0
The last one of.....	last one	0
These guys have pin point accuracy with ping pong balls.	guy pin point accuraci ping pong ball	0
By far the coolest vid	far coolest vid	0
There was a shot with a credit card	shot credit card	0
Waht the Song	waht song	0
How can we do that		0
Dude Perfect is perfect	dude perfect perfect	1
found a Bitcoin?	found bitcoin	0
how would you flip a nickle.just subscribe everyone.	would flip nicklejust subscrib everyon	0
That music thow	music thow	0
The only reason I watch this video is because I want to see Garrett's son flip the bottles.	reason watch video want see garrett son flip bottl	1
flip coin if heads please like this comment	flip coin head pleas like comment	1
Haters will say its fake... wait is this even real?	hater say fake wait even real	-1
Hi to lore	hi lore	0
thank you for finally posting a stereotype video	thank final post stereotyp video	0
Is the other videos they made in fake life, huh?	video made fake life huh	-1
This Camera name is: Red x	camera name red x	0
LIKE FOR PANDA 🐼	like panda	1
you mean filming?	mean film	0
Ummm, when it buffered, the loading sign as a Fidget Spinner.... WHAT?	ummm buffer load sign fidget spinner	0
Cody’s rocket looks like a realistic life size missle	codi rocket look like realist life size missl	1
what is this name	name	0
Ty's went so far	ty went far	0
Please subscribe to my YouTube channel a lot of giveaways please	pleas subscrib youtub channel lot giveaway pleas	1
Pls make video on cycle stunt battle	pl make video cycl stunt battl	-1
hello dude perfect i like your videos is very well i from colombia	hello dude perfect like video well colombia	1
How can paper cut carrot xdd	paper cut carrot xdd	-1
what was 2nd places hight	2nd place hight	0
cabelasfreeroammates well...          don't read my name	cabelasfreeroamm well dont read name	0
Dp's videos in 2200: which's monkey firstly get on moon gets 1 trillion dolllars	dp video 2200 which monkey firstli get moon get 1 trillion dolllar	0
These people make WASHING DISHES and PENCILS look cool                Wtf	peopl make wash dish pencil look cool wtf	-1
when you are literally completely out of ideas	liter complet idea	0
This was posted on my birthday 	post birthday	0
2:25 houston. We have a probelm.	225 houston probelm	0
the last one is insane well play	last one insan well play	-1
Big chungus can we be friends	big chungu friend	1
What is the name of the plane	name plane	0
Panda or mister pringles ?	panda mister pringl	0
No bottle smash head?	bottl smash head	-1
You should flip hats	flip hat	0
flip your self on a trompaline	flip self trompalin	0
Bridget Sisson , you can usually find them at a Dollar Tree	bridget sisson usual find dollar tree	0
what happened to the headings like swish fish	happen head like swish fish	1
For the office, add a giant trampoline.	offic add giant trampolin	0
the lights upstairs with the bow must have been so hard	light upstair bow must hard	-1
gamer stereotypes there's the rage   the troll   the medic  the rambo:well they kill it the zombie or monster no matter what	gamer stereotyp there rage troll medic rambowel kill zombi monster matter	-1
good job on giving the mail	good job give mail	1
1 like = the next 10 water bottle flips that are thrown in the world will not land  1 sub = ending water bottle flips forever	1 like next 10 water bottl flip thrown world land 1 sub end water bottl flip forev	1
Can you do GAA? (irish sports)	gaa irish sport	0
inspired by @Unknown67383	inspir unknown67383	1
in the bottles not water	bottl water	0
i loved this video alot	love video alot	1
Are they aliens or something	alien someth	0
You guys should do darts battle	guy dart battl	-1
Make a rc car flip editions	make rc car flip edit	0
Bruh i was 12 when this video came out and it’s already been three years I remember seeing the notification in my feed lol  Time really does fly	bruh 12 video came alreadi three year rememb see notif feed lol time realli fli	1
Wish you could tell if people like there own comments	wish could tell peopl like comment	1
